"nome_da_serie","temporada","media_nota_temporada","total_votos_temporada","ano_temporada"
"Lisa","1",6.4,8,"2021"
"Lisa Williams: Life Among the Dead","1",9.2,7,"2008"
"Lisboa Azul","1",9.2,5,"2019"
"Lise Devriyesi","1",7.35,38,"2017"
"Lisey's Story","1",6.75,4386,"2021"
"Lisice","1",7.15,14,"2002"
"Listen Up","1",7.11818181818182,287,"2004"
"Listen Up! Charles Barkley with Ernie Johnson","1",4.5,41,"2002"
"Literature Alive","1",9.2,5,"2005"
"Litsid: The Whores","1",7.3,21,"2018"
"Little America","1",7.5125,3141,"2020"
"Little America","2",6.975,766,"2022"
"Little Battlers eXperience","1",9.5,10,"2014"
"Little Bear","1",8.24,280,"1995"
"Little Bear","2",8.12142857142857,195,"1996"
"Little Bear","3",7.79230769230769,186,"1997"
"Little Bear","4",8.04,149,"1999"
"Little Bear","5",8.03636363636364,132,"2000"
"Little Big Shots","1",8.38888888888889,193,"2016"
"Little Big Shots","2",9,39,"2017"
"Little Big Shots","3",8.9,11,"2018"
"Little Big Shots","4",9.5,93,"2020"
"Little Bill","1",7.7,28,"1999"
"Little Bill","2",8.85,21,"2000"
"Little Bill","4",8.2,20,"2003"
"Little Bird","1",8.5,457,"2023"
"Little Birds","1",6.61666666666667,421,"2020"
"Little Boy Blue","1",7.925,697,"2017"
"Little Britain","1",7.58888888888889,2670,"2003"
"Little Britain","2",7.6,1507,"2004"
"Little Britain","3",7.66666666666667,1402,"2005"
"Little Britain","\N",7.6,483,"2006"
"Little Britain USA","1",7.4,999,"2008"
"Little Britain USA","\N",7,73,"2008"
"Little Busters!","1",6.71481481481482,291,"2012"
"Little Busters! Refrain","1",7.08461538461538,86,"2013"
"Little Charmers","1",6.7,17,"2015"
"Little Crackers","1",7.44545454545455,168,"2010"
"Little Crackers","2",7.16666666666667,103,"2011"
"Little Crackers","3",7.28,95,"2012"
"Little Demon","1",7.38,2759,"2022"
"Little Dog","1",6.9,99,"2018"
"Little Dog","2",7.8,33,"2019"
"Little Dorrit","1",7.93571428571429,2406,"2008"
"Little Einsteins","1",7.17407407407407,412,"2005"
"Little Einsteins","2",7.1075,463,"2006"
"Little Ellen","1",6.5,22,"2021"
"Little Fires Everywhere","1",7.925,9649,"2020"
"Little Gloria... Happy at Last","1",9.55,152,"1982"
"Little House on the Prairie","1",7.96129032258065,12399,"1974"
"Little House on the Prairie","2",8.02727272727273,8028,"1975"
"Little House on the Prairie","3",8.02857142857143,7360,"1976"
"Little House on the Prairie","4",7.75909090909091,7296,"1977"
"Little House on the Prairie","5",7.61666666666667,7464,"1978"
"Little House on the Prairie","6",7.69166666666667,7461,"1979"
"Little House on the Prairie","7",7.50454545454545,6298,"1980"
"Little House on the Prairie","8",7.56818181818182,6023,"1981"
"Little House on the Prairie","9",7.51363636363636,5827,"1982"
"Little Krishna","1",9.4,242,"2009"
"Little Lord Fauntleroy","1",7.53333333333333,40,"1995"
"Little Lunch","1",7.74230769230769,583,"2015"
"Little Lunch","2",8.1,78,"2016"
"Little Men","1",8.10769230769231,190,"1998"
"Little Men","2",8.06923076923077,168,"1999"
"Little Mermaid's Island","1",6.3,7,"1990"
"Little Miss Jocelyn","1",8.2,6,"2006"
"Little Mix: The Search","1",7.91111111111111,150,"2020"
"Little Mom","1",8.86923076923077,3713,"2021"
"Little Mosque on the Prairie","1",7.0125,425,"2007"
"Little Mosque on the Prairie","2",6.6,632,"2007"
"Little Mosque on the Prairie","3",6.555,529,"2008"
"Little Mosque on the Prairie","4",6.15,480,"2009"
"Little Mosque on the Prairie","5",6.04285714285714,269,"2010"
"Little Mosque on the Prairie","6",6.20909090909091,224,"2012"
"Little People, Big World","1",7.91,195,"2006"
"Little People, Big World","10",7.3,37,"2010"
"Little People, Big World","11",9.2,6,"2012"
"Little People, Big World","12",6.8,25,"2013"
"Little People, Big World","14",7.525,27,"2015"
"Little People, Big World","15",6.8,7,"2016"
"Little People, Big World","16",8.5,25,"2016"
"Little People, Big World","17",7.65,54,"2017"
"Little People, Big World","18",7.45,42,"2018"
"Little People, Big World","19",7.27,75,"2019"
"Little People, Big World","2",7.47272727272727,205,"2006"
"Little People, Big World","20",8.2,5,"2020"
"Little People, Big World","21",7.575,25,"2020"
"Little People, Big World","22",7.53333333333333,50,"2021"
"Little People, Big World","23",7.13333333333333,54,"2022"
"Little People, Big World","24",6.8,23,"2022"
"Little People, Big World","25",7.65,24,"2024"
"Little People, Big World","3",7.61176470588235,142,"2007"
"Little People, Big World","4",7.225,143,"2007"
"Little People, Big World","5",7.165,142,"2008"
"Little People, Big World","6",8.48333333333333,37,"2008"
"Little People, Big World","7",7.79583333333333,158,"2009"
"Little People, Big World","8",7.71052631578947,132,"2009"
"Little People, Big World","9",7.31666666666667,39,"2010"
"Little Princess","1",7.65,16,"2007"
"Little Princess","2",6.2,49,"2007"
"Little Robots","1",7.2,8,"2003"
"Little Shop","1",4,8,"1991"
"Little Things","1",7.48,793,"2016"
"Little Things","2",7.675,1164,"2018"
"Little Things","3",7.85,829,"2019"
"Little Things","4",8.2375,689,"2021"
"Little Voice","1",7.56666666666667,1037,"2020"
"Little Witch Academia","1",8.072,4690,"2017"
"Little Women","1",7.425,921,"1978"
"Little Women: Atlanta","1",4.51111111111111,109,"2016"
"Little Women: Atlanta","2",4.67777777777778,94,"2016"
"Little Women: Atlanta","3",6.8,6,"2017"
"Little Women: LA","1",4.41111111111111,98,"2014"
"Little Women: LA","2",3.88571428571429,131,"2015"
"Little Women: LA","3",4.1,110,"2015"
"Little Women: LA","4",4.28823529411765,92,"2016"
"Little Women: LA","5",4.04615384615385,91,"2016"
"Little Women: LA","7",5,5,"2018"
"Little Women: LA","8",8,6,"2019"
"Little Women: LA","\N",5.3,14,"2015"
"Little Women: NY","1",5.1,10,"2015"
"Littlekenny","1",7.25,133,"2019"
"Littlest Pet Shop","1",7.08076923076923,607,"2012"
"Littlest Pet Shop","2",7.26153846153846,451,"2013"
"Littlest Pet Shop","3",7.65,287,"2014"
"Littlest Pet Shop","4",7.47692307692308,261,"2015"
"Littlest Pet Shop: A World of Our Own","1",8.13333333333333,22,"2018"
"Litvinenko","1",7.4,574,"2022"
"Liu Li","1",6.92666666666667,101,"2020"
"Liu xing hua yuan","1",7.6,291,"2001"
"Liu xing hua yuan","2",8.06666666666667,21,"2002"
"Liv and Maddie","1",7.07619047619048,2019,"2013"
"Liv and Maddie","2",7.89583333333333,1791,"2014"
"Liv and Maddie","3",7.655,1272,"2015"
"Liv and Maddie","4",7.52,844,"2016"
"Live - Non è la D'Urso","\N",1,15,"2020"
"Live Free or Die","1",6.9,12,"2014"
"Live Free's Unscripted","1",9.425,33,"2019"
"Live PD","1",7.79074074074074,655,"2016"
"Live PD","2",8.12121212121212,352,"2017"
"Live PD","3",7.76206896551724,602,"2018"
"Live PD","4",7.95625,133,"2019"
"Live PD","\N",7.5,9,"2019"
"Live PD Presents PD Cam","1",8.35263157894737,208,"2018"
"Live PD Presents PD Cam","2",8.12,44,"2019"
"Live PD Presents PD Cam","3",8.2,55,"2019"
"Live PD: Police Patrol","1",7.85,115,"2017"
"Live PD: Police Patrol","3",8.2,9,"2018"
"Live PD: Women on Patrol","1",7.6,6,"2018"
"Live Rescue","1",8.5,8,"2019"
"Live Shot","1",8.7,16,"1995"
"Live Telecast","1",5.04285714285714,162,"2021"
"Live at Gotham","2",4.4,8,"2007"
"Live at the Moth Club","1",6,7,"2022"
"Live at the Queer Comedy Club","1",4.3,7,"2023"
"Live from Abbey Road","1",8.23333333333333,72,"2007"
"Live from Daryl's House","1",8.112,266,"2009"
"Live from Lincoln Center","1",8.7,30,"1976"
"Live from Lincoln Center","11",8.9,18,"1986"
"Live from Lincoln Center","15",9.1,165,"1990"
"Live from Lincoln Center","2",9.25,25,"1977"
"Live from Lincoln Center","21",9.3,30,"1996"
"Live from Lincoln Center","24",7.9,13,"1999"
"Live from Lincoln Center","27",7.2,24,"2002"
"Live from Lincoln Center","30",8.7,33,"2005"
"Live from Lincoln Center","31",9.1,78,"2006"
"Live from Lincoln Center","33",8.5,33,"2008"
"Live from Lincoln Center","35",9.2,81,"2010"
"Live from Lincoln Center","36",8.2,19,"2011"
"Live from Lincoln Center","38",8.3,210,"2013"
"Live from Lincoln Center","40",8.5,178,"2014"
"Live from Lincoln Center","41",8.25,84,"2015"
"Live from Lincoln Center","42",7.8,7,"2016"
"Live from Lincoln Center","43",8.31666666666667,366,"2017"
"Live from Lincoln Center","44",8.16,59,"2019"
"Live from Lincoln Center","5",8,45,"1980"
"Live from Lincoln Center","6",9.4,122,"1981"
"Live from Lincoln Center","7",8.2,22,"1982"
"Live from Studio Five","1",4.6,12,"2009"
"Live from the Artists Den","1",8.55,16,"2008"
"Live from the Artists Den","2",7.2,18,"2010"
"Live from the Artists Den","3",7.7,20,"2011"
"Live from the Artists Den","4",8.05,15,"2012"
"Live from the Artists Den","6",8.6,30,"2013"
"Live from the Artists Den","7",7.7,9,"2014"
"Live from the Artists Den","9",8.8,7,"2015"
"Live from the BBC","1",6.53333333333333,80,"2016"
"Live from the BBC","2",6.66666666666667,68,"2017"
"Live to 100: Secrets of the Blue Zones","1",7.95,637,"2023"
"Live to Lead","1",5.67142857142857,980,"2022"
"Live with Austin D. Jordan","1",10,9,"2015"
"Live with Kelly and Mark","26",6.3,22,"2014"
"Live with Kelly and Mark","27",9.13333333333333,43,"2014"
"Live with Kelly and Mark","28",8.7,20,"2016"
"Live with Kelly and Mark","29",1,137,"2017"
"Live with Kelly and Mark","\N",3.88333333333333,735,"1996"
"Live with Lil! AGENTS OF SHIELD","1",8.2,5,"2020"
"Live with My Ketos","1",8.2,20,"2021"
"Liverpool 1","1",6.63333333333333,150,"1998"
"Liverpool 1","2",6.83333333333333,100,"1999"
"Liverpool Narcos","1",6.73333333333333,47,"2021"
"Livet i Fagervik","1",6.3,16,"2008"
"Livet i Fagervik","2",6.84285714285714,44,"2009"
"Living Biblically","1",5.86153846153846,751,"2018"
"Living Dolls","1",7,6,"1989"
"Living Famously","1",7.86,48,"2003"
"Living Free","1",9.4,144,"2021"
"Living Free","2",9.43,221,"2022"
"Living Lohan","1",6.4,27,"2008"
"Living Next Door to Putin","1",7.95,29,"2023"
"Living Single","1",8.22222222222222,1493,"1993"
"Living Single","2",8.28148148148148,1028,"1994"
"Living Single","3",8.05185185185185,840,"1995"
"Living Single","4",8.1875,793,"1996"
"Living Single","5",7.8,476,"1997"
"Living Undocumented","1",6.66666666666667,208,"2019"
"Living a Nightmare","1",6.92,34,"2020"
"Living an Uldouz Life","1",8.6,16,"2011"
"Living for the Dead","1",8.5125,4574,"2023"
"Living in 8 Bits","2",8.7,10,"2011"
"Living in Secret","1",9.5,13,"2014"
"Living in Your Car","1",8.62,113,"2010"
"Living in Your Car","2",9.5625,120,"2011"
"Living in the Time of Jesus","1",6.43333333333333,16,"2010"
"Living the Dream","1",8.33333333333333,174,"2017"
"Living the Dream","2",7.83333333333333,103,"2019"
"Living with Fran","1",7.62307692307692,341,"2005"
"Living with Fran","2",7.79230769230769,332,"2005"
"Living with Hitler","1",7.26666666666667,26,"2020"
"Living with Yourself","1",7.375,8587,"2019"
"Living with a Serial Killer","1",6.1,19,"2021"
"Living with a Serial Killer","2",6.9625,65,"2022"
"Livsens ondskab","1",7.8,5,"1972"
"Livstid","1",6.9375,166,"2020"
"Livvagterne","1",7.07,566,"2009"
"Livvagterne","2",7.17,399,"2010"
"Liza on Demand","1",6.025,496,"2018"
"Liza on Demand","2",5.53,418,"2019"
"Liza on Demand","3",8,8,"2021"
"Lizard Lick Towing","1",7.7,71,"2011"
"Lizard Lick Towing","2",6.9,9,"2012"
"Lizard Lick Towing","3",9.1,11,"2012"
"Lizard Lick Towing","4",6.15,22,"2013"
"Lizard Lick Towing","5",8.3,19,"2013"
"Lizard Lick Towing","6",7.73333333333333,24,"2013"
"Lizard Lick Towing","7",8.17777777777778,84,"2014"
"Lizhi pai shenghuo","1",9.26666666666667,32,"2021"
"Lizzie Dripping","1",7.6,6,"1973"
"Lizzie McGuire","1",7.31935483870968,3200,"2001"
"Lizzie McGuire","2",7.57058823529412,2877,"2002"
"Lizzo's Watch Out for the Big Grrrls","1",6.5125,855,"2022"
"Ljubav ispod zlatnog bora","1",9.63333333333333,24,"2021"
"Ljubav, navika, panika","1",8.14444444444444,245,"2005"
"Ljubav, navika, panika","2",8.27,259,"2005"
"Ljubav, navika, panika","3",8.165,264,"2006"
"Llama Llama","1",7.55,16,"2018"
"Llamas with Hats","1",7.81666666666667,831,"2009"
"Llena de amor","1",7.3,6,"2010"
"Lloyd","1",8.475,45,"2015"
"Lloyd in Space","1",7.66363636363636,172,"2001"
"Lloyd in Space","2",8.44444444444444,91,"2001"
"Lloyd in Space","3",8.39,130,"2002"
"Lloyd in Space","4",8.21,128,"2003"
"Lloyd of the Flies","1",7.2,5,"2022"
"Lloyds Bank Channel 4 Film Challenge","1",9.4,25,"1994"
"Ln A3esh Fe Gelbab Aby","1",8.16666666666667,727,"1996"
"Lo de Évole","2",8.3,8,"2021"
"Lo imperdonable","1",8.6,14,"2015"
"Lo que el tiempo nos dejó","1",8.3,6,"2010"
"Lo que escondían sus ojos","1",7.075,62,"2016"
"Lo que la gente cuenta","5",8.4,5,"2009"
"Lo que la verdad esconde: El caso Asunta","1",7.2,116,"2017"
"Lo que la vida me robó","1",8.63846153846154,122,"2013"
"Loaded","1",7.175,412,"2017"
"Loafy","1",8,23,"2020"
"Lobbet Hob","1",8.9,19,"2024"
"Lobbyistin","1",6.3,62,"2017"
"Lobo","1",6.51875,408,"2000"
"Local","1",6.26666666666667,30,"2018"
"Local 58","1",8.26666666666667,196,"2015"
"Local 58","2",7.825,197,"2017"
"Local 58","3",7.9,26,"2021"
"Local 58","\N",6.8,16,"2018"
"Lock 'n' Load","1",7.2,5,"2009"
"Lock N' Load with R. Lee Ermey","1",7.5,269,"2009"
"Lock Up","1",7.0741935483871,300,"1959"
"Lock Up","2",7.09615384615385,300,"1960"
"Lock Upp","1",5.6,77,"2022"
"Lock, Stock...","1",6.58571428571429,380,"2000"
"Lockdown","1",6.22352941176471,398,"2006"
"Lockdown","2",6.61666666666667,66,"2007"
"Lockdown","3",7.13333333333333,26,"2008"
"Lockdown","4",6.64,96,"2009"
"Lockdown","5",7,10,"2010"
"Lockdown with My Crush","1",10,17,"2020"
"Locke & Key","1",7.49,22225,"2020"
"Locke & Key","2",7.54,11986,"2021"
"Locke & Key","3",6.875,6852,"2022"
"Locked","1",7.25714285714286,60,"2020"
"Lockerbie","1",7.125,63,"2023"
"Lockie Leonard","1",7.65769230769231,255,"2007"
"Lockie Leonard","2",7.96666666666667,62,"2010"
"Lockruf des Goldes","1",7.025,54,"1975"
"Lockup","1",8.11538461538461,113,"2005"
"Lockup","10",7.34285714285714,58,"2010"
"Lockup","11",7.64545454545454,97,"2011"
"Lockup","12",8.08333333333333,60,"2011"
"Lockup","13",7.46666666666667,55,"2012"
"Lockup","14",7.52857142857143,99,"2012"
"Lockup","15",7.65454545454546,93,"2012"
"Lockup","16",7.275,70,"2013"
"Lockup","17",7.375,161,"2013"
"Lockup","18",6.74,40,"2014"
"Lockup","19",6.85,47,"2014"
"Lockup","2",8.2,51,"2006"
"Lockup","21",7.1,14,"2014"
"Lockup","22",7.7,8,"2015"
"Lockup","23",7.46,47,"2015"
"Lockup","24",7.13333333333333,35,"2015"
"Lockup","3",7.75454545454545,110,"2007"
"Lockup","4",7.90833333333333,125,"2008"
"Lockup","5",8,76,"2008"
"Lockup","6",7.89230769230769,111,"2009"
"Lockup","7",8.7,11,"2010"
"Lockup","8",7.61666666666667,71,"2010"
"Lockup","9",7.09090909090909,99,"2010"
"Lockup","\N",7.575,28,"2008"
"Lockup: Maximum Security","1",6.8,5,"2007"
"Lockwood & Co.","1",7.5375,9168,"2023"
"Locomotion: Dan Snow's History of Railways","1",8.6,15,"2013"
"Locomía","1",7.43333333333333,32,"2022"
"Locura de amor","1",8.5,7,"2000"
"Locust","1",5.6,20,"2014"
"Lodge 49","1",7.84,2173,"2018"
"Lodge 49","2",8.11,1377,"2019"
"Lodoss to Senki: Eiyuu kishi den","1",5.92592592592593,265,"1998"
"Logan Paul Summer Saga","1",1.8,33,"2017"
"Logan Paul Vs","1",6.01,148,"2016"
"Logan Paul Vs","2",3.96,87,"2017"
"Logan's Run","1",7.36428571428571,1336,"1977"
"Logged in","1",7.96,61,"2020"
"Lois & Clark: The New Adventures of Superman","1",7.4,8172,"1993"
"Lois & Clark: The New Adventures of Superman","2",7.31818181818182,7302,"1994"
"Lois & Clark: The New Adventures of Superman","3",7.11818181818182,6179,"1995"
"Lois & Clark: The New Adventures of Superman","4",7.06363636363636,5409,"1996"
"Loiter Squad","1",7.81818181818182,321,"2012"
"Loiter Squad","2",8.36,199,"2013"
"Loiter Squad","3",8.69,169,"2014"
"Loki","1",8.58333333333333,178450,"2021"
"Loki","2",8.36666666666667,98251,"2023"
"Lola","1",7.875,22,"2021"
"Lola da musica","2",8.2,12,"1995"
"Lola!","1",5.6,5,"1975"
"Lola: Érase una vez","1",8.1,22,"2007"
"LoliRock","1",8.41923076923077,410,"2014"
"LoliRock","2",8.79615384615385,358,"2016"
"Lolita PG House Part 1","1",7.8,13,"2021"
"Lolla: The Story of Lollapalooza","1",8.3,82,"2024"
"London 2012: Games of the XXX Olympiad","1",7.88823529411765,209,"2012"
"London Calling","1",8.92,45,"2012"
"London Calling","2",9.6,6,"2016"
"London Calling","3",9.9,12,"2016"
"London Files","1",6.7,165,"2022"
"London Irish","1",7.51666666666667,290,"2013"
"London Kills","1",7.36,1056,"2019"
"London Kills","2",7.48,805,"2019"
"London Kills","3",7.52,544,"2022"
"London Kills","4",7.28,395,"2023"
"London Live","\N",7.2,7,"2010"
"London Real","\N",6,14,"2019"
"London Spy","1",7.72,2062,"2015"
"London's Burning","1",7.56666666666667,128,"1988"
"London's Burning","10",7.6,220,"1997"
"London's Burning","11",7.34375,169,"1998"
"London's Burning","12",7.55,166,"2000"
"London's Burning","13",7.1625,161,"2001"
"London's Burning","14",6,102,"2002"
"London's Burning","2",8.0375,117,"1989"
"London's Burning","3",7.825,116,"1990"
"London's Burning","4",7.89,136,"1991"
"London's Burning","5",7.78,131,"1992"
"London's Burning","6",7.72,143,"1993"
"London's Burning","7",7.94,219,"1994"
"London's Burning","8",7.92666666666667,222,"1995"
"London's Burning","9",7.76,190,"1996"
"London: 2000 Years of History","1",7.925,96,"2019"
"Londongrad","1",7.53333333333333,20,"2015"
"Londra Merkez","1",9.39375,153,"2018"
"Londra Merkez","2",8.41428571428571,43,"2018"
"Londra Merkez","3",8.853125,226,"2019"
"Londra Merkez","4",9.06,36,"2020"
"Londra Merkez","\N",8.93333333333333,28,"2018"
"Londynczycy","1",5.8,6,"2008"
"Lone Star","1",8.03333333333333,145,"2010"
"Lone Star Justice","1",7.2,5,"2019"
"Lone Star Law","1",8.48333333333333,137,"2016"
"Lone Star Law","10",6.8,5,"2022"
"Lone Star Law","2",8.25,70,"2017"
"Lone Star Law","3",7.26666666666667,33,"2018"
"Lone Star Law","4",8.2,5,"2018"
"Lone Star Law","6",7,5,"2019"
"Lone Target","1",8.85714285714286,74,"2014"
"Lone Target","2",8.2,9,"2015"
"Lonely Planet","1",7.95,22,"1994"
"Lonely Planet","10",7.8,13,"2004"
"Lonely Planet","11",9.6,8,"2005"
"Lonely Planet","12",7.9,20,"2006"
"Lonely Planet","13",7.05,16,"2009"
"Lonely Planet","14",7.1,9,"2010"
"Lonely Planet","15",7.5,6,"2011"
"Lonely Planet","16",6.975,38,"2013"
"Lonely Planet","20",6.7,8,"2012"
"Lonely Planet","3",7.4,37,"1996"
"Lonely Planet","5",7.35,34,"1998"
"Lonely Planet","6",8.13333333333333,26,"1999"
"Lonely Planet","7",6.9,9,"2001"
"Lonely Planet","8",7.6,6,"2001"
"Lonely Planet","9",8.55,26,"2003"
"Lonely Planet","\N",6.675,32,"2007"
"Lonely and Horny","1",8,74,"2016"
"Lonelygirl15","1",5.26,31,"2006"
"Lonesome Dove","1",8.45,2207,"1989"
"Lonesome Dove: The Outlaw Years","1",7.73181818181818,457,"1995"
"Lonesome Dove: The Series","1",6.92380952380952,517,"1994"
"Long Ago and Far Away","2",6.5,27,"1989"
"Long Gone Gulch","1",8.1,30,"2021"
"Long Island Medium","1",7.94444444444444,92,"2011"
"Long Island Medium","10",8,16,"2017"
"Long Island Medium","12",6.8,7,"2018"
"Long Island Medium","2",8,8,"2012"
"Long Island Medium","8",6.7,8,"2016"
"Long Khong","1",9.1,9,"2020"
"Long Live the Royals","1",6.64,51,"2014"
"Long Lost Family","1",7.77142857142857,61,"2011"
"Long Lost Family","2",8.42727272727273,83,"2017"
"Long Lost Family","3",8.5,28,"2017"
"Long Lost Family","4",8.575,29,"2018"
"Long Lost Family","5",8.8,8,"2018"
"Long Lost Family","6",7.7,29,"2019"
"Long Lost Family","\N",8.6,5,"2019"
"Long Shadow","1",7.26666666666667,34,"2014"
"Long Slow Exhale","1",7.27272727272727,80,"2022"
"Long Time No See","1",8.46,83,"2017"
"Long Vacation","1",8.34545454545455,102,"1996"
"Long Way Down","1",8.05263157894737,1025,"2004"
"Long Way Round","1",7.64,1748,"2004"
"Long Way Up","1",8.03636363636364,2272,"2020"
"Long Zu","1",8.48235294117647,235,"2022"
"Long ling mi ku","1",6.67777777777778,114,"2020"
"Longbox of the Damned","2",7.9,8,"2013"
"Longing for You","1",4.6,2302,"2023"
"Longmire","1",8.19,11800,"2012"
"Longmire","2",8.36153846153846,13020,"2013"
"Longmire","3",8.59,9974,"2014"
"Longmire","4",8.74,11271,"2015"
"Longmire","5",8.52,5951,"2016"
"Longmire","6",8.62,5457,"2017"
"Longstreet","1",7.90416666666667,701,"1971"
"Look","1",8.3,234,"2010"
"Look Around You","1",7.77777777777778,528,"2002"
"Look Around You","2",7.66666666666667,265,"2005"
"Look and Read","12",7.8,9,"1988"
"Look and Read","13",7.3,7,"1989"
"Look and Read","15",8,6,"1994"
"Look and Read","17",6,6,"1996"
"Look and Read","3",8.7,7,"1971"
"Look and Read","7",8.2,13,"1978"
"Look and Read","9",8.3,7,"1981"
"Lookalikes","1",6.72,41,"2015"
"Lookalikes","2",6,8,"2018"
"Lookin' at Books","1",7.275,28,"2014"
"Lookin' at Books","2",7.4,12,"2015"
"Lookin' at Books","3",7.6,6,"2017"
"Looking","1",8.2625,4973,"2014"
"Looking","2",8.58,4844,"2015"
"Looking After Jo Jo","1",9.05,24,"1998"
"Looking for Alaska","1",8.5375,4733,"2019"
"Looking for Rembrandt","1",7.46666666666667,26,"2019"
"Loonatics Unleashed","1",6.34615384615385,287,"2005"
