"nome_da_serie","startYear","endYear","total_votos","averageRating"
"A Dark Adapted Eye","1994","1994",22,7.6
"A Death in California","1985","1985",16,6.8
"A Destructive God Sits Next to Me","2020","2020",82,6.2
"A Diarista","2004","2007",63,6.9
"A Different World","1987","1993",7140,6.8
"A Difficult Woman","1998","1998",30,6.2
"A Dinner of Herbs","2000","2000",116,8.3
"A Discovery of Witches","2018","2022",30568,7.6
"A Divisão","2019","\N",114,8
"A Documentary of Life","2012","\N",977,9.5
"A Dona do Pedaço","2019","2019",8,9
"A Dorothy L. Sayers Mystery","1987","1987",1246,7.9
"A Drop of True Blood","2010","2010",249,8.8
"A Espia","2020","\N",221,8.6
"A Family at War","1970","1972",548,7.2
"A Family for Joe","1990","1990",134,6.2
"A Farewell to Arms","1966","\N",196,9.5
"A Fatal Inversion","1992","1992",27,8
"A Favorita","2008","2009",134,9.1
"A Fazenda","2009","\N",22,6
"A Fine Romance","1981","1984",723,7.9
"A Football Life","2011","\N",3536,6.9
"A Fortunate Life","1986","1986",7,8.2
"A Força do Querer","2017","2017",25,8
"A Fox in Space","2016","\N",68,9.3
"A French Guy Named Saba","2013","2018",479,8.9
"A Friend of the Family","2022","2022",1831,7.4
"A Frustrated Software Engineer","2014","\N",62,9.6
"A Game of Murder","1966","1966",16,8.5
"A Garota da Moto","2016","2019",7,7.2
"A Generala","2020","2020",43,8.1
"A Gentleman in Moscow","2024","2024",3127,7.4
"A Gentleman's Dignity","2012","2012",276,8.5
"A Ghost Story for Christmas","1971","1978",7429,6.9
"A Gifted Man","2011","2012",1507,7.4
"A Girl Is a Gun","2017","2017",12,8.3
"A Girl Knows","2015","\N",22,9.7
"A Girl Named Jo","2018","\N",24,8.8
"A Girl Named Zat","2013","2013",281,8
"A Girl's Guide to 21st Century Sex","2006","2006",111,8.3
"A Good Cop","2021","\N",24,10
"A Good Girl's Guide to Murder","2024","\N",2973,6.8
"A Grande Família","2001","2014",810,9.7
"A Great Welsh Adventure with Griff Rhys Jones","2014","\N",25,7.6
"A Greek Odyssey with Bettany Hughes","2020","2020",115,8.1
"A Grito Herido","2022","\N",9,8.8
"A Grunt's Life","2017","\N",8,8.7
"A Haunting","2005","\N",5537,7.7
"A Healthy You & Carol Alt","2013","\N",5,10
"A Herdade","2020","2020",61,7.8
"A Herdeira","2017","2018",6,8.2
"A History of Ancient Britain","2011","2012",133,8.1
"A History of Art in Three Colours","2012","2012",42,8.2
"A History of Britain","2000","2002",567,8.1
"A History of Celtic Britain","2011","2011",44,8
"A History of Christianity","2009","2009",121,7
"A History of Horror with Mark Gatiss","2010","2010",287,8.3
"A History of Scotland","2008","2009",196,8.1
"A History of the Future","2019","2019",7,8.7
"A História Delas","2023","\N",74,7.8
"A Hora da Liberdade","1999","\N",25,8.7
"A Horrorshow","2014","\N",10,5.3
"A Horseman Riding By","1978","1978",126,7.4
"A Hotel for the Super Rich & Famous","2018","2018",19,6.3
"A House Divided","2019","2023",27,8
"A House Through Time","2018","\N",197,8.1
"A Infância de Romeu e Julieta","2023","2024",31,8.6
"A Killer Uncaged","2020","2020",230,6.2
"A Killer's Mistake","2018","\N",111,7.5
"A Killing in Tiger Bay","2021","2021",7,7.3
"A Kind of Loving","1982","1982",68,8.9
"A Kind of Spark","2023","\N",232,8.7
"A Király","2022","\N",576,8.1
"A League of Their Own","1993","1993",26,6.2
"A League of Their Own","2010","\N",478,6.8
"A League of Their Own","2022","2022",13610,7.8
"A League of Their Own US Road Trip","2017","2017",13,8.2
"A League of Their Own: European Road Trip","2019","2020",18,7.3
"A Lie to Die For","2019","\N",30,6.6
"A Life in Ten Pictures","2021","\N",100,7.9
"A Little Help with Carol Burnett","2018","2018",26,5.7
"A Little Late with Lilly Singh","2019","2021",7859,3.4
"A Little Princess","1973","\N",8,7.2
"A Little Princess","1986","1987",86,8.6
"A Magia de Aruna","2023","\N",33,8.4
"A Man Called Hawk","1989","1989",300,8
"A Man Called Shenandoah","1965","1966",734,7.5
"A Man Called Sloane","1979","1980",97,6.5
"A Man Who Defies the World of BL","2021","\N",56,8.4
"A Man in Full","2024","2024",3400,6.5
"A Mano Limpia","2010","\N",55,8.1
"A Married Man","1983","\N",30,8.3
"A Martfüi Rém - A Sorozat","2020","\N",69,6.8
"A Matter of Sin and Love","2023","2023",72,9.1
"A Million Little Things","2018","2023",19856,8
"A Mim, Nunca.","2022","\N",5,8
"A Mind to Kill","1994","2002",292,6.9
"A Minha Familia É Uma Animação","2001","2003",10,8.3
"A Minute with Stan Hooper","2003","2004",217,7.1
"A Miss Mallard Mystery","2000","2001",20,7.4
"A Model Family","2022","2022",363,6.4
"A Moody Christmas","2012","2012",206,7.9
"A Mother's Son","2012","2012",115,7.2
"A Movie Review","2012","2015",6,7.4
"A Murder at the End of the World","2023","2023",8563,7.6
"A Murder in the Family","2023","2023",56,7.7
"A Mão do Eurico","2023","2023",32,8
"A Mézga család különös kalandjai","1970","1973",533,7.8
"A Nagy Fehér Fönök","2022","\N",116,7.4
"A Nation of Broth","2022","2022",15,7.8
"A Nero Wolfe Mystery","2001","2002",3419,8.3
"A Passion for Angling","1993","\N",28,9.7
"A Passionate Woman","2010","2010",49,8.2
"A Perfect Crime","2020","2020",402,7.4
"A Perfect Hero","1991","1991",13,6.2
"A Perfect Planet","2021","2021",1661,9
"A Perfect Spy","1987","1987",314,6.7
"A Picture of Katherine Mansfield","1973","\N",726,9.8
"A Place to Call Home","2013","2018",7310,8.1
"A Place to Hide","1976","\N",6,7.8
"A Ponte: The Bridge Brasil","2022","\N",6,8.5
"A Prisoners Path Chicago 2023","2023","\N",107,9.1
"A Pup Named Scooby-Doo","1988","1991",2259,7.2
"A Queda Argentina","2021","2021",16,4
"A Question of Sport","1970","\N",55,2.4
"A Rainha e a Bastarda","2022","\N",62,5.8
"A Real Bug's Life","2024","\N",188,8.1
"A Regra do Jogo","2015","2016",6,8.3
"A Respectable Trade","1998","1998",10,7.8
"A Rumor of War","1980","1980",7,6.2
"A Science Odyssey","1998","\N",12,9.1
"A Series of Light","2020","\N",99,7.9
"A Series of Unfortunate Events","2017","2019",36569,7.6
"A Sharp Intake of Breath","1977","1981",300,6.6
"A Shot at Love with Tila Tequila","2007","2008",149,5.6
"A Shot in the Dark","2023","\N",107,9.4
"A Simple Murder","2020","\N",323,6.4
"A Skirt Through History","1994","\N",8,6.3
"A Slap on Titan","2014","\N",170,9.5
"A Small Light","2023","2023",3674,8
"A Sogra Que Te Pariu","2022","\N",103,5.8
"A South American Journey with Jonathan Dimbleby","2011","\N",7,7.3
"A Spy Among Friends","2022","2022",1322,7.2
"A Stitch in Time","2018","2018",108,8
"A Storm for Christmas","2022","2022",829,6.7
"A Stranger in My Home","2013","2016",168,7.2
"A Suitable Boy","2020","2020",1095,6.5
"A Summer Story","2019","2021",373,9.1
"A Superfantástica História do Balão","2023","\N",28,8.1
"A Séf meg a többiek","2022","\N",33,7.5
"A Série","2022","\N",6,7
"A Sétima Arte","2021","\N",112,4.3
"A TV Dante","1989","1991",81,7.5
"A Tale Dark & Grimm","2021","2021",767,7
"A Tale of Two Cities","1989","1989",21,8
"A Tale of Two Cities","1980","1980",43,6.4
"A Tale of Two Sisters","2015","2018",205,6.7
"A Taste for Death","1988","1988",169,7
"A Taste of History","2008","\N",5,8.6
"A Taste of My Life","2006","2008",98,9.7
"A Taste of Shakespeare","1995","\N",15,2.7
"A Teacher","2020","2020",5915,7.4
"A Tenkes kapitánya","1964","\N",195,7.9
"A Terra Prometida","2016","\N",10,8.2
"A Test Series","2014","2025",8,6.2
"A Thin Line","2023","\N",62,6.3
"A Thousand Suns","2023","\N",138,7.3
"A Thousand Tomorrows","2023","2023",50,8.6
"A Time to Kill","2020","\N",505,6
"A Timewatch Guide","2015","\N",86,7
"A Touch of Cloth","2012","2014",993,8
"A Touch of Frost","1992","2010",14045,7.8
"A Touch of Venus","1968","\N",6,7.2
"A Town & Country Murder","2013","\N",16,7
"A Town Called Malice","2023","2023",630,7
"A Town Called Victoria","2023","\N",31,8.9
"A Town Like Alice","1981","1981",39,8.4
"A Toy Store Near You","2020","\N",78,5.1
"A Traveler's Guide to the Planets","2010","\N",183,8
"A Twist in the Tale","1999","1999",164,8.5
"A User's Guide to Cheating Death","2017","\N",162,8.4
"A Very Brady Renovation","2019","2019",224,8.8
"A Very British Coup","1988","1988",79,8
"A Very British Hotel","2017","\N",21,8.5
"A Very British Murder with Lucy Worsley","2013","2013",136,8.2
"A Very British Romance","2015","2015",69,8.2
"A Very British Scandal","2021","2021",954,6.9
"A Very English Scandal","2018","2018",2405,7.7
"A Very Peculiar Practice","1986","1988",327,8.3
"A Vida Como Ela É...","1996","1996",77,8.3
"A Vida Depois do Tombo","2021","2021",35,5.5
"A Vida Secreta dos Casais","2017","2019",17,5
"A Walking with Dinosaurs Special","2002","2003",771,7.6
"A Wedding and a Murder","2018","2019",176,7
"A Whole Lifetime with Jamie Demetriou","2023","2023",5,6.2
"A Whole Scene Going","1966","\N",45,9.9
"A Wild Year","2020","\N",25,7.7
"A Wild Year on Earth","2020","2020",71,7.7
"A Wilderness of Error","2020","2020",319,6.7
"A Will of Their Own","1998","1998",7,7.6
"A Woman Called Moses","1978","1978",26,8.2
"A Woman Named Jackie","1991","1991",38,6.1
"A Woman of Independent Means","1995","1995",19,5.6
"A Woman of Substance","1984","1984",131,7.5
"A Wonderful Day with Mabel Maclay","2023","\N",195,9.2
"A World Without NASA","2020","2020",11,7.8
"A World of Calm","2020","2020",514,8.4
"A Year in Film","2019","\N",36,6.8
"A Year in Music","2019","\N",563,7.7
"A Year in Provence","1993","1993",145,7.9
"A Year in Space","2015","\N",196,8.1
"A Year in the Life","1986","1986",23,9.7
"A Year in the Life","1987","1988",81,8.2
"A Year on Planet Earth","2022","\N",104,8.4
"A Young Doctor's Notebook & Other Stories","2012","2013",2713,7.3
"A besúgó","2022","\N",1226,8.1
"A casa tutti bene - La serie","2021","\N",127,6.6
"A come Andromeda","1972","\N",11,6
"A corazón abierto","2010","\N",9,9.2
"A fondo","1976","1981",5,9.6
"A for Andromeda","1961","1961",18,7
"A híd","2023","\N",124,6.7
"A kaito","1998","1998",144,6.8
"A kockásfülü nyúl","1977","\N",152,8.6
"A mi kis falunk","2017","\N",2830,8.5
"A nagy ho-ho-horgász","1982","\N",217,7.5
"A otra cosa","1993","\N",11,7.2
"A puro corazón","2015","\N",10,8.2
"A renitens","2024","\N",131,8.2
"A tanár","2018","2021",92,7
"A to Z","2014","2015",1601,7.5
"A végzet szemek","2022","\N",30,9.5
"A Última Presa","2021","2022",82,6.1
"A Única Mulher","2015","2017",11,8.5
"A'dam - E.V.A.","2011","2016",296,8.4
"A-Channel","2011","2017",119,6.9
"A-TEEN","2018","2019",7,7.7
"A-i-eon-maen","2014","2014",33,6.9
"A-neun-hyung-nim","2015","\N",285,7.7
"A-reu-gon","2017","2017",58,7.8
"A.D.","1985","1985",78,7.9
"A.D. Police: To Protect and Serve","1999","1999",116,5.6
"A.D. The Bible Continues","2015","2015",2159,7.6
"A.I.C.O. Incarnation","2018","2018",482,7
"A.I.SHA: My Virtual Girlfriend","2016","\N",212,5.1
"A.L.F.","1987","1989",202,5.5
"A.N.T. Farm","2011","2014",3444,7.1
"A.P. Bio","2018","2021",12672,7.5
"A.S.","1995","1998",28,4.5
"A.T.O.M.: Alpha Teens on Machines","2005","2007",666,4.8
"A.U.S.A.","2003","\N",23,9.5
"A2K (America 2 Korea)","2023","\N",5,8
"A3!","2020","2020",138,6.5
"ABC Afterschool Specials","1972","1997",5043,6.4
"ABC Album","1953","\N",71,5.6
"ABC Close-Up!","1960","\N",213,7
"ABC News Nightline","1979","\N",42,8.9
"ABC News Saturday Night","1998","1999",7,6.8
"ABC News Specials","2010","2021",49,5
"ABC Saturday Comedy Special","1976","\N",19,7.4
"ABC Sports","1961","2006",9,7
"ABC Stage 67","1966","1967",925,6.4
"ABC Weekend Specials","1977","1995",3433,6.6
"ABC's Nightlife","1964","1965",114,1.4
"ABC's Wide World of Entertainment","1973","1976",223,5.9
"ABC's Wide World of Sports","1961","1997",9,8.2
"ACCA: 13-ku Kansatsu-ka","2017","\N",363,7.3
"ACME Hollywood Dream Role","2011","2013",94,7.7
"ACME Saturday Night","2008","2012",44,5.8
"AD Police Files","1990","1990",434,6.9
"ADHDtv: With Lew Marklin","2007","2009",1271,9.9
"AEW Collision","2023","\N",1659,7.7
"AEW Dark: Elevation","2021","2023",1051,6.1
"AEW Pay Per View","2019","\N",72,7.8
"AEW Women's Tag Team Cup Tournament: The Deadly Draw","2020","2020",28,6.2
"AEW: All Access","2023","\N",159,7.4
"AFI Life Achievement Award","1973","\N",9245,7.1
"AFI's Master Class: The Art of Collaboration","2011","\N",53,8.2
"AFK: The Webseries","2015","2018",190,6.9
"AGT All-Stars","2023","2023",225,6.3
"AGT Extreme","2022","2022",63,7.6
"AGT Fantasy League","2024","\N",136,7.9
"AGT the Champions","2019","2020",557,6.5
"AI Generated Object Show","2023","\N",7,9
"AI no Idenshi","2023","2023",242,7.7
"AIB Honest Series","2013","\N",91,7.7
"AIB Video Podcast","2013","\N",28,8.4
"AIB: Honest Engineering Campus Placements","2017","2017",74,8.8
"AJ and the Queen","2020","2020",3014,7.3
"AKB0048","2012","2012",76,6.1
"ALF","1986","1990",31681,7.2
"ALF Tales","1988","1990",162,6.3
"ALF's Hit Talk Show","2004","2004",9,2.7
"AMC Jedi Council","2015","2019",5,9.6
"AMC: Film Preservation Classics","1996","\N",29,6.4
"AOK","2016","2020",26,9
"AOL Sessions","2002","\N",7,9.1
"AP Dhillon: First of a Kind","2023","\N",148,5.4
"APB","2017","2017",2850,7.5
"API Cybersecurity 101","2021","\N",202,9
"API Shorts","2021","\N",96,10
"ARA San Juan: El submarino que desapareció","2024","2024",186,7.4
"ARK: Survival Evolved","2018","\N",60,8.9
"ASAA","2021","\N",102,9
"ASC Clubhouse Conversations","2020","\N",67,9.9
"ATL Homicide","2018","\N",18,8.5
"ATM","2023","\N",81,8.9
"ATRI-My Dear Moments-","2024","2024",122,7.7
"ATiN","2020","\N",32,4.1
"AXS Live","2012","\N",27,1
"Aa Megamisama","2005","2005",366,7.4
"Aa Megamisama: Sorezore no tsubasa","2006","2007",148,7.4
"Aa! Megamisama!","1993","1994",46,6.8
"Aaagh! It's the Mr. Hell Show!","2000","2002",118,6.6
"Aaahh!!! Real Monsters","1994","1997",7402,7.2
"Aadha Full","2016","\N",12,8.9
"Aadha Ishq","2022","\N",18,9.7
"Aafat","2019","\N",44,6.3
"Aahat","1995","2015",22,9.7
"Aahat","1995","2000",7,9.7
"Aaj Robibar","1996","1999",174,9.5
"Aakhri Sach","2023","2023",292,7.9
"Aallonmurtaja","2017","2024",335,7
"Aani Kay Hava","2019","2021",126,9.6
"Aap Ki Adalat","1992","2020",48,5.4
"Aapka Apna Zakir","2024","\N",174,7.3
"Aar Ya Paar","2022","\N",199,8.1
"Aaron & Brian Show","2014","\N",14,7.8
"Aaron Hernandez Uncovered","2018","2018",20,7.8
"Aaron Hernandez: An ID Murder Mystery","2020","2020",28,8
"Aaron Stone","2009","2010",550,8
"Aaron's Way","1988","1988",31,4.4
"Aarya","2020","2024",3011,7.5
"Aashiqana","2022","\N",94,9.3
"Aashram","2020","2024",2864,7.4
"Aasman Se Aage","2012","\N",5,6.4
"Ab 18!","2013","\N",13,4.6
"Abandonados","2022","2023",21,6.8
"Abandoned","2012","\N",6,6.7
"Abandoned","2016","2016",406,7.5
"Abandoned Engineering","2016","\N",837,7.1
"Abandoned Objects","2022","\N",15,7.6
"Abar Proloy","2023","\N",249,8.2
"Abbott & Costello","1967","1968",18,5.7
"Abbott Elementary","2021","\N",42116,7.6
"Abby & Brittany","2012","\N",6,7.8
"Abby Hatcher","2018","2022",26,5.7
"Abby's","2019","2019",802,6.2
"Abby's Ultimate Dance Competition","2012","2013",10,9
"Abdullahpur Ka Devdas","2024","\N",42,9.7
"Abenobashi mahô shôtengai","2002","2002",276,6.7
"Abeojiga Isanghae","2017","2017",8,8.2
"Aber Bergen","2016","2018",465,7.3
"Aber Vati!","1974","1979",63,6.6
"Abhay","2019","\N",1818,7.5
"Abigél","1978","1978",49,8.6
"Abla Fahita: Drama Queen","2021","2021",192,7
"Abominable and the Invisible City","2022","2023",82,6.2
"Abot-kamay na pangarap","2022","2024",9,4.3
"About Face","1989","1991",26,8.4
"About Him","2016","\N",38,9
"About Him: A South African Love Letter","2018","\N",6,9.2
"About Justin","2016","\N",6,8.4
"About Last Night","2022","2022",87,7.6
"About Tonight","2015","2016",15,9.4
"About Us","2003","\N",11,7.3
"About Youth","2022","2022",67,8.1
"About a Boy","2014","2015",3520,7.4
"About a Girl","2007","2008",53,7
"About: Kate","2013","2013",9,8
"Above All That Is Random","2010","2013",901,9.7
"Above Average Presents","2012","\N",86,6.8
"Above Suspicion","2009","2012",2125,7.3
"Abraham","1993","1993",56,7.2
"Abraham Lincoln","2022","2022",188,8.1
"Abroad Again","2007","\N",6,8.5
"Abroad in Britain","1990","\N",6,8.2
"Absalons hemmelighed","2006","2006",172,6.4
"Abschnitt 40","2001","\N",140,7.8
"Absentia","2017","2020",16126,7.6
"Absolute Duo","2015","2015",466,6.4
"Absolute Mehrheit - Meinung muss sich wieder lohnen","2012","\N",25,6.8
"Absolute Power","2003","2005",236,7.7
"Absolutely","1989","1993",74,7.5
"Absolutely Dyer: Danny and Dani do Italy","2023","2023",29,7.1
"Absolutely Fabulous","1992","2012",12908,8.4
"Absolutni debiutanci","2023","2023",302,7.5
"Abstract: The Art of Design","2017","\N",4338,8.4
"Absurd Planet","2020","2020",631,5.2
"Abuela de verano","2005","2005",5,8
"Academies: Santos","2022","\N",18,9.7
"Acans","2021","2021",39,8.7
"Acapulco","2021","\N",4280,7.1
"Acapulco Bay","1995","1997",29,7
"Acapulco H.E.A.T.","1993","1994",516,5.8
"Acapulco H.E.A.T.","1998","\N",342,5.5
"Acapulco Shore","2014","2023",16,6
"Acayip Hikayeler","2012","2012",656,7.8
"Accel World","2012","2023",1130,6.7
"Acceptable Risk","2017","2017",408,7.7
"Acceptable TV","2007","2007",36,5.2
"Access 360° World Heritage","2012","\N",17,6
"Access Granted","2000","\N",8,6.1
"Access Hollywood","1996","\N",735,5.8
"Acchi Kocchi","2012","2012",151,7
"Accident, Suicide or Murder","2019","\N",947,7.1
"Accidentally on Purpose","2009","2010",1866,6.8
"Accidente","2024","\N",441,7.1
"According to Jim","2001","2009",29096,7.8
"Accused","2010","2012",2502,7.5
"Accused","2023","\N",6663,7.7
"Accused: A Mother on Trial","2020","2020",5,7.4
"Accused: Guilty or Innocent?","2020","\N",707,7.9
"Accusé","2015","2016",120,6.9
"Ace Crawford... Private Eye","1983","1983",59,5.5
"Ace Lightning","2002","\N",37,7
"Ace Ventura: Pet Detective","1995","2000",437,8.1
"Ace of Base - All That She Wants","2024","\N",45,8.5
"Ace of Cakes","2006","2011",23,6
"Ace of Diamond: Act II","2019","2020",756,8.2
"Ace of Wands","1970","1972",195,6.5
"Acemi Cadi","2006","2007",27,4.9
"Ach, ty vrazdy!","2010","\N",6,6.4
"Achanak 37 Saal Baad","2002","2003",7,9.1
"Acht Stunden sind kein Tag","1972","1973",548,8.2
"Achterbahn","1992","2002",14,8.5
"Aci Ask","2015","2016",10,8.3
"Aci Hayat","2005","2007",538,5.6
"Acil Ask Araniyor","2015","2019",9,7.9
"Ack Värmland","2015","2017",278,6.2
"Ackley Bridge","2017","2022",1739,5.6
"Acorda, Carlo!","2023","\N",143,8.3
"Acorralada","2007","2008",8,8.5
"Acri Creature Feature","1969","2003",6,9.5
"Acropolis Now","1989","1992",37,7.3
"Across the River to Motor City","2007","2007",92,4
"Act One","2013","\N",5,6.6
"Act Your Age","2023","\N",222,7.4
"Act of Will","1989","1989",21,6.7
"Acting","1987","1990",94,8.5
"Acting Good","2022","\N",150,6.2
"Acting for a Cause","2020","\N",80,7.6
"Action","1999","2000",531,7.4
"Action","2024","\N",44,8.7
"Action","2019","\N",33,7.6
"Action League Now!!","2003","2004",6,8.2
"Action Man","1995","1997",29,6.5
"Action Man","2000","2002",124,5.6
"Action Pack","2022","2022",13,8.8
"Action Team","2018","2018",112,5.9
"Active Citizen with a Sheep","2014","2015",33,9.1
"Active Raid: Kidô kyôshûshitsu dai-hakkei","2016","2016",7,4.7
"Active Shooter: America Under Fire","2017","2017",574,8.5
"Actor","2023","\N",1485,6.8
"Actor's Studio","1948","1950",72,8.5
"Actors Entertainment","2009","\N",134,9
"Ad Vitam","2018","2018",535,6.5
"Ada Twist, Scientist","2021","2023",33,6.7
"Adaalat","2010","2016",761,9
"Adachi to Shimamura","2020","2020",703,8
"Adam Adamant Lives!","1966","1967",423,5.9
"Adam Carolla: Truth Yeller","2021","2022",195,8.1
"Adam Devine's House Party","2013","\N",63,7
"Adam Eats the 80's","2022","2022",163,7.4
"Adam Green's Scary Sleepover","2015","\N",20,9.5
"Adam Richman Eats Britain","2024","\N",27,6.7
"Adam Ruins Everything","2015","2019",8673,7.5
"Adam-12","1968","1975",19503,8
"Adamas","2022","2022",562,8.7
"Adanali","2008","2010",1477,7.8
"Add a Friend","2012","\N",80,6.6
"Adderly","1986","1988",19,7
"Addict","2022","\N",62,7.8
"Addicted Heroin","2024","\N",64,9.1
"Addicted to Pleasure","2012","\N",31,7.3
"Adela","2021","\N",11,7.9
"Adelheid und ihre Mörder","1993","2007",79,6.8
"Adem in adem uit","2021","\N",22,6.6
"Adhura","2023","2023",508,8.4
"Adi Efsane","2017","2017",25,8.2
"Adi Sevgi","2022","2022",6,7
"Adi: Zehra","2018","2018",22,7.4
"Adiabin","2024","\N",7,10
"Adikts","2024","\N",48,5.4
"Adim Basi Kafe","2021","2021",12,6
"Adim Farah","2023","2023",11821,5.1
"Adini Feriha Koydum","2011","2012",5582,6.4
"Adini Sen Koy","2016","2018",34,6.9
"Admirable Animation","2013","\N",44,8.7
