"titulo_serie","temporada","rating_temporada"
"Missing: Geudeuli Itseodda","1",8.34166666666667
"Missing: Geudeuli Itseodda","2",8.15714285714286
"Mission Backup Earth","2",7.8
"Mission Declassified","1",5.825
"Mission Hill","1",7.64615384615385
"Mission Huntdown","1",7.5
"Mission Odyssey","1",7.45
"Mission Over Mars","1",6.4875
"Mission Sapne","1",10
"Mission Start Ab","1",8.08571428571429
"Mission Top Secret","1",8.6
"Mission Top Secret","2",8.9
"Mission Unexplained","1",7.31666666666667
"Mission to Burnley","1",8.425
"Mission: Impossible","1",7.35957446808511
"Mission: Impossible","2",7.47804878048781
"Mission: Impossible","3",7.76
"Mission: Impossible","4",7.42692307692308
"Mission: Impossible","5",7.25217391304348
"Mission: Impossible","6",7.36363636363636
"Mission: Impossible","7",7.31818181818182
"Mission: Magic!","1",7
"Mission: Makeover","1",8.74545454545455
"Missions","1",7.11
"Missions","2",7.39
"Missions","3",7.14
"Missions That Changed the War","1",8.86666666666667
"Missions That Changed the War","2",7.3
"Mist sä tuut?","1",6.4
"Mister Ed","1",7.62962962962963
"Mister Ed","2",7.45
"Mister Ed","3",7.59615384615385
"Mister Ed","4",7.37692307692308
"Mister Ed","5",7.14615384615385
"Mister Ed","6",6.99230769230769
"Mister Ed","\N",5.8
"Mister French Taste","1",10
"Mister Juramento","1",7.4
"Mister Magoo","1",6.33636363636364
"Mister Maker","2",7.4
"Mister Peepers","1",6.62222222222222
"Mister Peepers","2",7.05882352941176
"Mister Rogers' Neighborhood","1",7.85277777777778
"Mister Rogers' Neighborhood","10",8.44
"Mister Rogers' Neighborhood","11",8.46666666666667
"Mister Rogers' Neighborhood","12",8.26666666666667
"Mister Rogers' Neighborhood","13",8.24666666666667
"Mister Rogers' Neighborhood","14",8.58
"Mister Rogers' Neighborhood","15",8.36666666666667
"Mister Rogers' Neighborhood","16",8.27333333333333
"Mister Rogers' Neighborhood","17",7.97333333333333
"Mister Rogers' Neighborhood","18",8.28
"Mister Rogers' Neighborhood","19",8.2
"Mister Rogers' Neighborhood","2",8.6
"Mister Rogers' Neighborhood","20",8.36
"Mister Rogers' Neighborhood","21",8.19333333333333
"Mister Rogers' Neighborhood","22",8
"Mister Rogers' Neighborhood","23",8.20666666666667
"Mister Rogers' Neighborhood","24",7.97
"Mister Rogers' Neighborhood","25",7.85
"Mister Rogers' Neighborhood","26",8.165
"Mister Rogers' Neighborhood","27",8.16
"Mister Rogers' Neighborhood","28",8.32
"Mister Rogers' Neighborhood","29",8.07333333333333
"Mister Rogers' Neighborhood","3",9.2
"Mister Rogers' Neighborhood","30",8.27
"Mister Rogers' Neighborhood","31",8.8
"Mister Rogers' Neighborhood","4",8.21666666666667
"Mister Rogers' Neighborhood","6",8.46
"Mister Rogers' Neighborhood","8",9.03333333333333
"Mister Rogers' Neighborhood","9",7.6
"Mister Sterling","1",9.08888888888889
"Mister T","1",7.53076923076923
"Mister T","2",7.48181818181818
"Mister T","3",7.38333333333333
"Mister Winner","1",7.15
"Mister8","1",6.8125
"Misterio","1",8
"Misterio's","1",6.4
"Mistral's Daughter","1",7.2375
"Mistresses","1",7.51578947368421
"Mistresses","2",7.77368421052631
"Mistresses","3",7.81764705882353
"Mistresses","4",6.96153846153846
"Mistrz i Malgorzata","1",7.2
"Mists","1",1.22857142857143
"Mistérios de Lisboa","1",7.51666666666667
"Misu si Ionica","1",7.7
"Misuteri to iunakare","1",7.925
"Misuteri to iunakare","\N",6.8
"Mit Herz und Handschellen","1",8.1
"Mit Herz und Handschellen","2",7.08
"Mit Herz und Handschellen","3",6.73333333333333
"Mit Herz und Holly","1",6.65
"Mit dem Zug durch...","\N",7.4
"Mitaraike, Enjou Suru","1",7.125
"Mitch","1",7.12
"Mithai","1",7.8
"Mithya","1",6.58333333333333
"Mitsubachi Mâya no bôken","1",6.28269230769231
"Mitsubachi Mâya no bôken","2",6.28461538461538
"Mitsuboshi Colors","1",7.13333333333333
"Mitsudomoe","1",7.47777777777778
"Mitsudomoe","2",7.95
"Mitsuteru yokoyama's sangokushi","1",7.56
"Mitten im Leben","1",6.15
"Mitten in Deutschland: NSU","1",7.16666666666667
"Miura","\N",10
"Mix: Meisei Story","1",7.1125
"Mixed·ish","1",7.56086956521739
"Mixed·ish","2",7.48461538461538
"Mixels","1",7.46818181818182
"Mixels","2",7.35
"Mixer: Caro Diario","5",9.6
"Mixology","1",7.72307692307692
"Mixte","1",8.6125
"Miya Biwi Aur Murder","1",5.73333333333333
"Miyamoto Musashi","1",8.75
"Miz & Mrs.","1",7.955
"Miz & Mrs.","2",7.355
"Miz & Mrs.","3",6.7875
"Mo","1",7.55
"Mo Dao Zu Shi","1",8.26
"Mo Dao Zu Shi","2",8.2
"Mo Dao Zu Shi","3",8.60833333333333
"Mo fang fan","1",7.53
"Mo tian da lou","1",7.44
"Mo yu yun jian","1",8.58
"Mob City","1",7.75
"Mob Psycho 100","1",7.35833333333333
"Mob Psycho 100","2",8.79230769230769
"Mob Psycho 100","3",8.40833333333333
"Mob Stories II","1",8
"Mob Wives","1",6.90909090909091
"Mob Wives","2",7.2
"Mob Wives","3",6.925
"Mob Wives","4",6.475
"Mob Wives","5",5.1
"Mob Wives","6",8.8
"Mob kara Hajimaru Tansaku Eiyutan","1",6.01428571428571
"Mobaroknama","1",7.78
"Mobbed","1",7.82
"Mobeomhyungsa","1",8.03125
"Mobeomhyungsa","2",8.075
"Mobeomtaeksi","1",8.29375
"Mobeomtaeksi","2",8.53125
"Mobile","1",7.5
"Mobile Home Disaster","1",7.55
"Mobile Sheriff Jiban","1",7.35
"Mobile Suit Gundam Thunderbolt","1",7.7
"Mobster Confessions","1",10
"Mobsters","1",7.176
"Mobsters","2",7.03333333333333
"Mobsters","3",7.2
"Mobsters","4",7.18571428571429
"Moby Dick","1",7.05
"Moby Dick and the Mighty Mightor","1",8.3
"Mock the Week","1",6.85
"Mock the Week","10",6.81538461538462
"Mock the Week","11",6.37692307692308
"Mock the Week","12",6.48461538461538
"Mock the Week","13",6.28571428571429
"Mock the Week","14",6.10769230769231
"Mock the Week","15",6.24615384615385
"Mock the Week","16",6.94615384615385
"Mock the Week","17",6.43076923076923
"Mock the Week","18",7.14615384615385
"Mock the Week","19",6.84615384615385
"Mock the Week","2",7.07142857142857
"Mock the Week","20",6.81538461538462
"Mock the Week","21",7.57142857142857
"Mock the Week","3",7.3
"Mock the Week","4",7.26666666666667
"Mock the Week","5",6.8
"Mock the Week","6",6.8
"Mock the Week","7",6.74615384615385
"Mock the Week","8",6.4
"Mock the Week","9",6.19230769230769
"Mocro Maffia: Komtgoed","1",6.92857142857143
"Mocro maffia","1",7.75
"Mocro maffia","2",7.41428571428571
"Mocro maffia","3",8.15714285714286
"Mocro maffia","4",6.775
"Mocro maffia","5",7.65714285714286
"Mocvara","1",7.62
"Mocvara","2",8.59
"Modaete yo, Adam-kun","1",7.73333333333333
"Model Killers","1",6.83333333333333
"Models Inc.","1",7.02413793103448
"Models of the Runway","1",6.4
"Modern Christmas","1",9.02222222222222
"Modern Dogu Masallari","1",8.55
"Modern Family","1",8.025
"Modern Family","10",7.3
"Modern Family","11",7.42777777777778
"Modern Family","2",7.96666666666667
"Modern Family","3",7.85833333333333
"Modern Family","4",7.9125
"Modern Family","5",7.89583333333333
"Modern Family","6",7.91666666666667
"Modern Family","7",7.8
"Modern Family","8",7.42272727272727
"Modern Family","9",7.30909090909091
"Modern Farmer","1",7.55
"Modern Love","1",7.625
"Modern Love","2",6.8
"Modern Love Amsterdam","1",6.86666666666667
"Modern Love Chennai","1",7.23333333333333
"Modern Love Hyderabad","1",6.93333333333333
"Modern Love Mumbai","1",6.75
"Modern Love Tokyo","1",6.94285714285714
"Modern Marvels","1",7.48333333333333
"Modern Marvels","10",7.74202898550725
"Modern Marvels","11",7.43170731707317
"Modern Marvels","12",7.4
"Modern Marvels","13",7.3
"Modern Marvels","14",7.10789473684211
"Modern Marvels","15",7.18333333333333
"Modern Marvels","16",7.22631578947369
"Modern Marvels","17",7.56428571428571
"Modern Marvels","18",7.21818181818182
"Modern Marvels","19",6.8
"Modern Marvels","2",7.48571428571429
"Modern Marvels","20",6.6
"Modern Marvels","21",6
"Modern Marvels","3",7.425
"Modern Marvels","4",7.64545454545454
"Modern Marvels","5",7.84074074074074
"Modern Marvels","6",7.6225
"Modern Marvels","7",7.64666666666667
"Modern Marvels","8",7.625
"Modern Marvels","9",7.61346153846154
"Modern Marvels","\N",7.29722222222222
"Modern Masters","1",7.25
"Modern Masters: SS Rajamouli","1",7.2
"Modern Men","1",6.76666666666667
"Modern Times","1",9.4
"Modern Times","12",7.05
"Modern Times","2",7.4
"Modern Times","3",9.2
"Modern Times","4",5.6
"Modern Times","5",8.25
"Modern Times","8",8.25
"Modernit miehet","1",7.2
"Modernit miehet","2",7.96666666666667
"Modernit miehet","3",7.79166666666667
"Modernit miehet","4",4.68
"Modi: Journey of A Common Man","1",7.55714285714286
"Modi: Journey of A Common Man","\N",4.6
"Modooui Geojitmal","1",7.7
"Modré stíny","1",5.65
"Modus","1",7.0625
"Modus","2",6.9125
"Moebius","1",6.78
"Moeder, ik wil bij de revue","1",7.3
"Moedermaffia!","1",7.8
"Moesha","1",7.47142857142857
"Moesha","2",7.36666666666667
"Moesha","3",7.30869565217391
"Moesha","4",7.50909090909091
"Moesha","5",7.91818181818182
"Moesha","6",7.9
"Mogali Rekulu","1",8.7
"Mogeko Castle with Voices","1",9.19
"Moguls & Movie Stars: A History of Hollywood","1",8.12857142857143
"Mohanagar","1",8.625
"Mohanagar","2",8.88888888888889
"Mohawk Girls","1",7
"Mohomaya","1",5.3
"Mohomaya","2",4.9
"Moi je","\N",7.2
"Moises Rules!","1",8.2
"Moist Meter","1",8.14
"Moist Meter","5",7.32857142857143
"Moj rodjak sa sela","1",8.38461538461539
"Moj rodjak sa sela","2",8.01333333333333
"Moj sport","1",7.85
"Moja Generacija Z","1",7
"Mojo International Film Awards","\N",8.9
"Mokey's Show","1",8.64285714285714
"Mokey's Show","2",8.74
"Mokey's Show","3",9.55
"Mokey's Show","4",9.34285714285714
"Mokey's Show","5",9.44
"Mokhtarnameh","1",8.32
"Moku Moku","1",9.06666666666667
"Mokushiroku no Yon-kishi","1",8.19583333333333
"Molanders","1",7.14545454545454
"Molang","1",7.14230769230769
"Molang","2",8.21315789473684
"Molang","3",8.7
"Molang","4",9.2
"Molis hthes","1",9.7
"Molloy","1",5.75
"Molly","1",7.6
"Molly of Denali","1",8.67916666666667
"Molly of Denali","2",9.3
"Molly of Denali","3",9.35
"Moloch","1",6.25
"Molodyozhka","1",8.05357142857143
"Molodyozhka","2",4.4
"Molusco","1",9.2
"Mom","1",7.53636363636364
"Mom","2",7.71818181818182
"Mom","3",7.73636363636364
"Mom","4",7.70909090909091
"Mom","5",7.71818181818182
"Mom","6",7.78181818181818
"Mom","7",7.865
"Mom","8",7.75555555555556
"Mom Is Horny","1",6.35
"Mom Is Horny","2",5.1
"Mom P.I.","1",7
"Mom and Co","1",7.91
"Mom, Don't Do That!","1",5.95
"MomXXX","\N",8
"Mombian","\N",10
"Moment of Proof","1",6.2
"Moment of Truth","1",7.91666666666667
"Moments in Time","1",7.83333333333333
"Momgap","1",7.1
"Momma Named Me Sheriff","1",7.2
"Momma Named Me Sheriff","2",6.53333333333333
"Mommy Got Boobs","14",6.8
"Mommy Got Boobs","15",5.95
"Mommy XXX","1",7.73333333333333
"Mommy's Girl","1",8.1
"Mommy's Girl","5",6.9
"Momo-iro anzu-iro sakura-iro","1",6.8
"Momochi-san Chi no Ayakashi Ôji","1",7.04166666666667
"Moms Bang Teens","1",7.75
"Moms Lick Teens","1",7.5
"Moms Teach Sex","1",6.5
"Moms Teach Sex","15",6.2
"Moms Teach Sex","7",7.4
"Moms Teach Sex","8",7.8
"Moms in Control","\N",6.3
"Moms on Moms","1",7.4
"Momsters: When Moms Go Bad","1",8.6
"Mon Ange","1",5.7
"Mon Rak Luk Thung","1",3.63333333333333
"Mon ex à moi","1",7.2
"Mona Home Delivery","1",8.325
"Mona the Vampire","1",6.41428571428571
"Mona the Vampire","2",6.5
"Mona the Vampire","3",4.4
"Mona the Vampire","4",5.53333333333333
"Monaco 110","1",7.4
"Monaco Franze - Der ewige Stenz","1",7.9
"Monarca","1",8.33
"Monarca","2",7.7125
"Monarch","1",6.97272727272727
"Monarch of the Glen","1",7.9
"Monarch of the Glen","2",8.2375
"Monarch of the Glen","3",8.30909090909091
"Monarch of the Glen","4",7.94
"Monarch of the Glen","5",7.83636363636364
"Monarch of the Glen","6",7.76
"Monarch of the Glen","7",7.7
"Monarch: Legacy of Monsters","1",6.99
"Monarchy by David Starkey","1",7.96666666666667
"Monarchy by David Starkey","2",8.16
"Monarchy by David Starkey","3",8.08
"Monarchy by David Starkey","4",7
"Monastyr","1",7.08333333333333
"Mondaiji-tachi ga isekai kara kuru sô desu yo?","1",7.25454545454545
"Monday Monday","1",7.51428571428571
"Monday Mornings","1",8.56
"Monday Report","1",3.42727272727273
"Monday Report","10",9.1
"Monday Report","2",3.075
"Monday Report","4",2
"Monday Report","6",9.5
"Monday Report","9",9.3
"Monday Report","\N",9.4
"Mondo Macabro","1",7.08571428571429
"Money","1",6.2
"Money Heist: Korea - Joint Economic Area","1",6.63333333333333
"Money Honey","1",6.8
"Money Hungry","1",6
"Money Mafia","1",7.125
"Money Mafia","2",7.3
"Money Mafia","3",8.3
"Money Talks","1",7.3
"Money for Nothing","16",6.6
"Money, Explained","1",7.04
"Mongeville","1",7.53333333333333
"Mongeville","2",7
"Mongeville","3",7.11666666666667
"Mongeville","4",7.2
"Mongeville","5",7.15
"Mongeville","6",7.2
"Mongeville","7",6.95
"Mongo Wrestling Alliance","1",4.9
"Mongrels","1",8.025
"Mongrels","2",8.06666666666667
"Monica the Medium","1",8.2
"Monitor","2",7
"Monitor","3",6.35
"Monitor","4",7.3
"Monitor","5",7.23333333333333
"Monitor","6",7.8
"Monitor","7",7.7
"Monitor","8",7.5
"Monk","1",7.81666666666667
"Monk","2",7.9625
"Monk","3",8.0625
"Monk","4",7.9875
"Monk","5",7.85
"Monk","6",7.95
"Monk","7",7.7375
"Monk","8",8.20625
"Monk Webisodes","1",7.575
"Monkey Dust","1",7.73333333333333
"Monkey Dust","2",7.66666666666667
"Monkey Dust","3",7.9
"Monkey House","1",6.56666666666667
"Monkey House","2",6.03333333333333
"Monkey Life","1",9.3
"Monkey Planet","1",7.93333333333333
"Monkey Pudding Face","\N",9.5
"Monkey Wrench","1",6.63333333333333
"Monkey in the Morning","\N",3.1
"Monkeys: An Amazing Animal Family","1",7.43333333333333
"Monkie Kid","1",8.93333333333333
"Monkie Kid","2",9.08
"Monkie Kid","3",9.27857142857143
"Monkie Kid","4",9.56428571428571
"Monkie Kid","5",9.37
"Monkman and Seagull's Genius Guide to Britain","1",7.775
"Monkman and Seagull's Genius Guide to Britain","2",8.5
"Monogatari Series: Second Season","1",8.35769230769231
"Monogatari: Off & Monster Season","1",9.01111111111111
"Monologues","\N",7.5
"Mononogatari","1",7.2
"Mononogatari","2",6.99166666666667
"Mononoke","1",7.86666666666667
"Monroe","1",7.78333333333333
"Monroe","2",7.46666666666667
"Monsieur Spade","1",7.36666666666667
"Monsignor Renard","1",7.875
"Monstar","1",6.2
"Monster","1",8.12857142857143
"Monster","\N",7.3
"Monster Beach","1",8.7
"Monster Bug Wars!","1",7.81666666666667
"Monster Bug Wars!","2",8.02857142857143
"Monster Buster Club","1",9.22692307692308
"Monster Buster Club","2",8.83333333333333
"Monster Buster Club","\N",9.5
"Monster Factory","1",8.7
"Monster Farm: Enbanseki no himitsu","1",6.50769230769231
"Monster Farm: Enbanseki no himitsu","2",6.17727272727273
"Monster Farm: Enbanseki no himitsu","3",6.616
"Monster Fish","1",7
"Monster Fish","3",5.9
"Monster Fish","4",6.56666666666667
"Monster Force","1",8
"Monster Garage","1",5.73333333333333
"Monster High","1",8.01636363636364
"Monster High","2",7.23478260869565
"Monster High","3",6.32121212121212
"Monster High","4",6.26333333333333
"Monster High","5",6.2
"Monster High","6",6.4
"Monster High: Adventures of the Ghoul Squad","1",7.4
"Monster Hunter Stories: Ride On","1",8.1
"Monster Lab","1",8.3
"Monster Loving Maniacs","1",7.5
"Monster Man","1",6.7
"Monster Moves","1",6.8
"Monster Moves","4",7.2
"Monster Musume no Iru Nichijou","1",7.52142857142857
"Monster Musume no Oisha-san","1",6.03333333333333
"Monster Next Door","1",7.33333333333333
"Monster Rally Movie","1",3.8
"Monster Ships","1",8.4
"Monster Squad","1",5.48461538461538
"Monster Therapy","1",8.96666666666667
"Monster Warriors","1",2.43076923076923
"Monster Warriors","2",6.4
"Monster Warriors","\N",7
"Monster in My Family","1",7.75
"Monster in My Family","2",8.75
"MonsterQuest","1",6.4
"MonsterQuest","2",6.34761904761905
"MonsterQuest","3",6.324
"MonsterQuest","4",6.16666666666667
"Monsterama","\N",6.4
"Monsterland","1",5.975
"Monsterquest Specials","1",6.8
"Monsters","1",6.946875
"Monsters","2",6.125
"Monsters","3",6.35
"Monsters Among Us","1",6.71428571428571
"Monsters Inside Me","1",6.73333333333333
"Monsters Inside Me","2",6.28
"Monsters Inside Me","3",8.54
"Monsters Inside Me","4",7.85
"Monsters Inside Me","5",7.53333333333333
"Monsters Inside Me","6",8
"Monsters Inside Me","7",7.7
"Monsters Inside Me","8",8
"Monsters Inside: The 24 Faces of Billy Milligan","1",6.525
"Monsters Resurrected","1",6.775
"Monsters We Met","1",7.53333333333333
"Monsters and Money in the Morning","\N",8.5
"Monsters and Mysteries in America","1",6.36666666666667
"Monsters and Mysteries in America","2",7.16666666666667
"Monsters and Mysteries in America","3",6.74
"Monsters at Work","1",7.34
"Monsters at Work","2",7.65
"Monsters of Cock","\N",7.8
"Monsters vs. Aliens","1",7.17666666666667
"Monstervision","\N",9.1
"Monstrous","1",6.61666666666667
"Monsuno","1",9.28076923076923
"Monsuno","2",9.01538461538462
"Monsuno","3",9.40769230769231
"Montaña rusa","1",8.6
"Montecristo","1",7.5
"Monterossi - La serie","1",6.78333333333333
"Monterossi - La serie","2",7.32
"Montevideo, Bog te video!","1",8.8625
"Montevideo, Bog te video!","2",8.21111111111111
"Montevideo, Bog te video!","3",8.58
"Montu Pilot","1",7.33333333333333
"Montu Pilot","2",7.25
"Monty Don's Adriatic Gardens","1",8.1
"Monty Don's American Gardens","1",7.83333333333333
"Monty Don's French Gardens","1",8.16666666666667
"Monty Don's Italian Gardens","1",8.15
"Monty Don's Japanese Gardens","1",7.9
"Monty Don's Paradise Gardens","1",8.15
"Monty Nash","1",6.38
"Monty Python's Best Bits (Mostly)","1",7.24
"Monty Python's Fliegender Zirkus","1",7.75
"Monty Python's Flying Circus","1",8.00769230769231
"Monty Python's Flying Circus","2",8.10769230769231
"Monty Python's Flying Circus","3",7.92307692307692
"Monty Python's Flying Circus","4",7.36666666666667
"Monty Python's Personal Best","1",7.13333333333333
"Monty Python: Almost the Truth - The Lawyer's Cut","1",8
"Monumental Mysteries","1",7.89166666666667
"Monumental Mysteries","2",7.47692307692308
"Monumental Mysteries","3",8.54285714285714
"Monumental: An Artists Den Experience","1",7.5
"Monuments sacrés","1",7.725
"Monuments, Memorials, & Museums","1",7.6
"Monuments, Memorials, & Museums","2",7.6
"Monzón","1",7.87692307692308
"Moo-lim-hak-kyo","1",8.44166666666667
"Mood","1",7.06666666666667
"Mood Indigo","1",6.31666666666667
"Moody and Pegg","1",9.2
"Moominvalley","1",7.46923076923077
"Moominvalley","2",7.20769230769231
"Moominvalley","3",7.74615384615385
"Moon Girl and Devil Dinosaur","1",8.0625
"Moon Girl and Devil Dinosaur","2",8.29285714285714
"Moon Girl and Devil Dinosaur: Moon Girl's Lab","1",5.9
"Moon Knight","1",8.03333333333333
"Moon Machines","1",8.26666666666667
"Moon Over Miami","1",8.2
"MoonQuest","1",8.45607476635514
"Moonbase 3","1",7.73333333333333
"Moonbase 8","1",6.55
"Moonbeam City","1",7.59
"Moondial","1",7.03333333333333
"Moone Boy","1",7.9
"Moone Boy","2",8.01666666666667
"Moone Boy","3",7.78333333333333
"Moonfleet","1",6
"Moonhaven","1",6.7
"Moonlight","1",7.9
"Moonlight","\N",8.7
"Moonlight Chicken","1",8.8625
"Moonlighting","1",7.36666666666667
"Moonlighting","2",7.42777777777778
"Moonlighting","3",7.39333333333333
"Moonlighting","4",6.87142857142857
"Moonlighting","5",6.94615384615385
"Moonshine","1",8
"Moonshine","2",8.05
"Moonshine","3",7.7125
"Moonshiners","1",8.17142857142857
"Moonshiners","10",6.89
"Moonshiners","11",7.17777777777778
"Moonshiners","12",9.4
"Moonshiners","2",7.64
"Moonshiners","3",6.92857142857143
"Moonshiners","4",7
"Moonshiners","5",7.25294117647059
"Moonshiners","6",7.35
"Moonshiners","7",7.07222222222222
"Moonshiners","8",7.7
"Moonshiners","9",7.19444444444444
"Moonshiners: Master Distiller","1",7.8
"Moonzy and his friends","1",7.4
"Moordvrouw","1",7.28
"Moordvrouw","2",7.3
"Moordvrouw","3",7.46
"Moordvrouw","4",7.68
"Moordvrouw","5",7.71
"Moordvrouw","6",8.13
"Moordvrouw","7",7.6625
